Department,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No, Amount ,Description,Post Code,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC203994," £29,445.67 ",Safety Delivery,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,07/01/2020,Auc - Leasehold Improvements,Capital Control Account,Weightmans,499451," £29,421.00 ",Auc - Leasehold Improvements,L2 OGA,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,30/01/2020,IT Consultancy,Group Assurance,Automated Intelligence Limited,2000022419," £29,400.00 ",#,BT3 9DT,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,SELECT SURVEYS LIMITED,781555," £29,400.00 ",Renewals of Roads,TN15 7RR,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,13-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC203981," £29,370.04 ",Renewals of Roads,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,06-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,STAFFORDSHIRE COUNTY COUNCIL,781372," £29,369.55 ",Funding Contribution Schemes,ST16 2DH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,AECOM INFRASTRUCTURE & ENVIRONMENT UK LIMITED,782824," £29,325.48 ",SR13 Smart Motorway Scheme,RG21 7PP,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Support Services,"Road Safety, Standards and Services",VEHICLE CERTIFICATION AGENCY,2000021718," £29,275.00 ",#,BS5 6XX,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,CARNELL SUPPORT SERVICES,781771," £29,247.60 ",Renewals of Roads,ST19 5DJ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,24/01/2020,Transport  Consult,Major Projects,Mott MacDonald Limited,2000021914," £29,170.83 ",Transport consultancy,CR0 2EE,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,RM Cost Reimbursable,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9650000246003514," £29,117.03 ",Routine Maintenance,EN1 1TH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,07-01-2020,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,CONF9130024500000001," £29,108.31 ",Routine Maintenance,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Transport Focus,22/01/2020,Transport user research,Externally Funded,Populus Limited,PIN023251," £29,100.00 ",EC1V 0AT            ,,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,24/01/2020,CP - Equipment Storage and Maintenance,Counter Pollution and Salvage,Ambipar Response Limited,233083059," £29,062.42 ",Stockpile contract - Jan20,S72 7PD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,OVE ARUP & PARTNERS,782591," £29,057.63 ",Environment Landscape Feasibility,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS-CH2M JOINT VENTURE,782730," £29,050.83 ",Innovation Safety Feasibility,W6 7EF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,13-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,ASSOCIATED BRITISH PORTS,781808," £28,997.87 ",Renewals of Structures,IP4 1BY,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,COLAS LTD,CONF9102300741006015," £28,969.59 ",Renewals of Roads,RH10 4NF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,JACOBS UK LTD,782623," £28,905.75 ",Protocol HRE,G2 7HX,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,17/01/2020,Telecoms Pws,Information & Communications Technology,British Telecommunications Plc,233082741," £28,895.51 ",One off/usage charges - 10.01.2020,DH98 1BT,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,07-01-2020,TA Cost AUC - ICT (A),MAJOR PROJECTS,EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP (TR140),LOMD273352," £28,864.65 ",SR13 RIP Schemes,CF10 5BT,,,,,,,,,,,,,,,,,,,
Department For Transport,Transport Focus,15/01/2020,Transport user research,Externally Funded,Watermelon Research,PIN023182," £28,775.82 ",WC2A 1AH            ,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,07-01-2020,TA Cost AUC - Programme,COMMERCIAL & PROCUREMENT,BENCHMARK ESTIMATING,781425," £28,711.45 ",Support General Other,M17 1WD,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,28/01/2020,Info Broker Costs,Operations,Experian,2000028513," £28,625.40 ",#,SE1 8EZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,23-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,WILSON & SCOTT (HIGHWAYS) LTD,CONF9074801741722995," £28,606.78 ",Renewals of Roads,SL3 0HQ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,23/01/2020,P30060 - Infrastructure,General Es,PROFESSIONAL CONSTRUCTION STRATEGIES GROUP LTD,#," £28,535.90 ",Variation to original contract,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,F M CONWAY LTD,782210," £28,510.71 ",Renewals of Roads,TN14 5EL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Hybrid Energy Solutions Ltd,2000022332," £28,500.00 ",Hybrid Energy Jul 19 #28500,S43 3LJ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,10/01/2020,P40030 - Chief Operating Officer (COO),Agency Personnel,THE NICHOLS GROUP LTD,#," £28,500.00 ",Name Removed,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,W J NORTH LIMITED,CONF9101601041005722," £28,464.57 ",Renewals of Roads,ST5 6AZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,23/01/2020,Civil Hydrographic Work,Navigation Safety and Surveillance,Clinton Marine Survey,233083028," £28,427.10 ",Hydrographic Survey Sevices,831 22,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,14/01/2020,Info Broker Costs,Corporate Affairs,RDW,2000028626," £28,418.47 ",Vehicle Technology and Information- RDW-5.9.19,#,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,P40020 - Stakeholder Engagement,Stakeholder Engagement,GLASGOWS LIMITED,#," £28,372.68 ",CE Phase 1 & 2a Events Services,,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,P40035 - Chief Finance Officer,Modelling And Analysis,JACOBS U.K. LIMITED,#," £28,351.58 ",Transport model audit,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,21-01-2020,RM Cost Reimbursable,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9670000346004102," £28,311.90 ",Routine Maintenance,EN1 1TH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,ROADLINK (A69) LTD,782198," £28,291.58 ",LNMS Other Economy,NE43 7TN,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,P40035 - Chief Finance Officer,It Services,DELOITTE LLP,#," £28,211.77 ",HIP PC Integration for NTP. Ref  HS2/1652,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,CONF9074201941705249," £28,192.48 ",Renewals of Roads,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,14/01/2020,Support Services,Aviation,LONDON SOUTHEND AIRPORT CO LTD,2000020989," £28,164.30 ",#,SS2 6YF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,HANSON CONTRACTING,782042," £28,143.12 ",Renewals of Roads,SL6 4JJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",WSP UK LIMITED,783408," £28,123.50 ",Support General Other,WC2A 1AF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,18-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,TARMAC TRADING LIMITED,CONF9144606341403142," £28,107.92 ",Renewals of Roads,B37 7BQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LTD,CONF9075501941727892," £28,070.80 ",Renewals of Roads,DE55 5JY,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,Contractor Costs,IT DIRECTORATE,CHUBB SYSTEMS,783211," £28,005.81 ",Technology Maintenance,BB1 2PR,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,20-01-2020,Consultants Costs,CORP AFFAIRS & COMMS DIR,FUTUREGOV LTD,782417," £28,000.00 ",Support General Other,SE1 9RG,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GROUP LTD,781584," £27,958.79 ",SR13 Smart Motorway Scheme,CR0 2EE,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,07/01/2020,000000 AUC - Phase 1,AUC - Phase 1,NETWORK RAIL INFRASTRUCTURE LTD,#," £27,951.10 ",Water Orton Corridor GRIP 2,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,Salt,OPERATIONS DIRECTORATE,SAFECOTE LTD,782108," £27,934.66 ",Corporate,SK5 6DA,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,10/01/2020,Research,"Road Safety, Standards and Services",OVE ARUP & PARTNERS,2000020753," £27,901.00 ",#,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,CONF9213606642139887," £27,836.44 ",Renewals of Structures,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",OVE ARUP & PARTNERS,783522," £27,824.72 ",Support General Other,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,21/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Sinnis International Trading,2000021614," £27,791.72 ","PIMG Sinnis November 2019 #27,971.72",BN41 1PL,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,27/01/2020,P40030 - Chief Operating Officer (COO),Property Valuations,CARTER JONAS,#," £27,789.66 ",Acquisitions & Advice - Leeds Leg North,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,09-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC203925," £27,764.74 ",Renewals of Roads,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,27-01-2020,Professional advisers - Accommodation,OPERATIONS DIRECTORATE,CARTER JONAS LLP,782896," £27,740.50 ",Operate General Management Costs,W1G 0BG,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,TA Cost AUC - Programme,COMMERCIAL & PROCUREMENT,ARCADIS CONSULTING (UK) LIMITED,783216," £27,727.27 ",Support General Other,CF3 0EY,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Subsidies Private Se,Local,DARTLINE COACHES,2000022218," £27,715.44 ",DARTLINE COACHES,EX5 1AF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,20-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,REDFLEX TRAFFIC SYSTEMS LIMITED,782370," £27,711.34 ",SR13 Smart Motorway Scheme,SO30 2PA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,RM Cost Reimbursable,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9212012742138927," £27,631.47 ",Routine Maintenance,EN1 1TH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,A E YATES LTD,CONF9133702741362493," £27,605.05 ",Renewals of Roads,BL6 4SB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",KIER HIGHWAYS LIMITED,APC203974," £27,567.25 ",Air Quality,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,09-01-2020,Legal Costs,GENERAL COUNSEL,HIGHQ SOLUTIONS LIMITED,781658," £27,550.00 ",Support General Corporate Services,EC4R 9AD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,09-01-2020,CM - Time Based Charges,OPERATIONS DIRECTORATE,THE POLICE AND CRIME COMMISSIONER FOR WEST MIDLANDS,781594," £27,530.55 ",Routine Maintenance,B4 6NQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,09-01-2020,CM - Time Based Charges,OPERATIONS DIRECTORATE,THE POLICE AND CRIME COMMISSIONER FOR WEST MIDLANDS,781596," £27,530.55 ",Routine Maintenance,B4 6NQ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,28/01/2020,P40035 - Chief Finance Officer,Legal Services,EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP,#," £27,527.60 ",Land & Pro Legal Standard Works - Eversheds,,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Legal Consultancy,Heathrow Expansion and AMA,DLA Piper UK LLP,2000022189," £27,517.52 ",#,EC1A 4HT,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,17-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,ALTIUS CONSULTING (UK) LIMITED,782333," £27,449.59 ",RIS 1 Schemes,GU7 1EZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,17-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,ALTIUS CONSULTING (UK) LIMITED,782335," £27,449.59 ",RIS 2 Schemes,GU7 1EZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,17-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,ALTIUS CONSULTING (UK) LIMITED,782332," £27,449.58 ",Feasibility,GU7 1EZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,ICT Software Purchase,IT DIRECTORATE,BYTES SOFTWARE SERVICES LTD,782584," £27,434.46 ",Support General Corporate Services,KT22 7TW,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,NORTHERN POWERGRID (NORTHEAST) LTD (CIS) DIVERT/CONNECT,783139," £27,420.99 ",RIS 1 Schemes,DH4 7LA,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,23/01/2020,Transport  Consult,#N/A,Steer Davies Gleave Limited,2000021814," £27,362.45 ",#,SE1 9PD,,,,,,,,,,,,,,,,,,,
Department For Transport,East West Rail,22/01/2021,Consultancy,Strategy,DELOITTE LLP,1126," £27,360.00 ",Governance support - Dec 2019,MK9 1FD,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,05/01/2020,Mail Collection/Delivery Costs,Operations,DHL Parcel UK Ltd,2000025866," £27,309.03 ",#,SL1 4LZ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,03/01/2020,P40035 - Chief Finance Officer,Legal Services,EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP,#," £27,277.80 ",Land & Pro Legal Standard Works - Eversheds,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,27-01-2020,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",TRL LTD,782938," £27,273.66 ",Support General Other,RG40 3GA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,RM Cost Reimbursable,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9100303441007567," £27,248.23 ",Routine Maintenance,OX4 4DQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,21-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,WSP UK LIMITED,782466," £27,216.43 ",Operate General Other,WC2A 1AF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,TA Cost AUC - Programme,COMMERCIAL & PROCUREMENT,TURNER & TOWNSEND,783048," £27,216.00 ",Support General Other,LS18 4GH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,WSP UK LIMITED,783009," £27,181.00 ",Renewals of Structures,WC2A 1AF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Cost AUC - ICT (A),OPERATIONS DIRECTORATE,TELENT TECHNOLOGY SERVICES LIMITED,782038," £27,177.08 ",Operate General Management Costs,CV34 5AH,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,28/01/2020,P40030 - Chief Operating Officer (COO),Professional Services,DELOITTE LLP,#," £27,099.35 ",Euston OSD Advisory Services,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,27-01-2020,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",OVE ARUP & PARTNERS,782977," £27,098.00 ",Support General Other,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,RM - Electricity costs,FINANCE & BUSINESS SERVICES,BRITISH GAS TRADING LIMITED,782105," £27,097.48 ",Routine Maintenance,GU95 1AW,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,27/01/2020,Telecoms Pws,Information & Communications Technology,British Telecommunications Plc,233083198," £27,083.28 ",Telephone Charges - Account VP 50745170 - January 2020,DH98 1BT,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,27-12-2019,Hire car rental,OPERATIONS DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,23403492/23462742," £27,072.09 ",Operate General Management Costs,TW20 9FB,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,09/01/2020,ICT Project Delivery,Information & Communications Technology,ESyn3rgy Ltd,233082489," £27,000.00 ",ISDN integrated services digital network services,NN12 7LS,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",TRAVELAI LTD,782767," £27,000.00 ",Innovation Safety Feasibility,SW83HE,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,CHEVRON TRAFFIC MANAGEMENT LIMITED,CONF9104700641005390," £26,990.74 ",Renewals of Roads,OX9 3XA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,HUYTON ASPHALT LTD,CONF9103900941005392," £26,949.65 ",Renewals of Roads,WA9 1HZ,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,02/01/2020,Claim - Other,Legal Services,Mariel Irvine Solicitors,499768," £26,901.92 ",Claim - Other,EC1R 0QJ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",OVE ARUP & PARTNERS,783010," £26,900.00 ",Support General Other,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,09/01/2020,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LIMITED,2000028221," £26,881.50 ",#,S49 1HQ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,29/01/2020,000000 - Auc - Non Infrastructure,Auc - Non Infrastructure,FUJITSU SERVICES LTD,#," £26,867.40 ",ORHS-ERP-RCO-020 - WINDOWS 10 AND ONEDRIVE FOR BUSINESS – PHASE 2 DEPLOYMENT,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,ICT Software Purchase,IT DIRECTORATE,BYTES SOFTWARE SERVICES LTD,782576," £26,840.51 ",Support General Corporate Services,KT22 7TW,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,07/01/2020,Research,"Road Safety, Standards and Services",Atkins CH2M Joint Venture (ACJV),2000020524," £26,780.31 ",#,W6 7EF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD SWECO,782822," £26,714.99 ",Feasibility,SO50 9NW,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,17/01/2020,Support Services,Aviation,Environment Agency,2000021390," £26,705.00 ",#,PE2 8YD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",TRL LTD,782612," £26,641.00 ",Innovation Safety Feasibility,RG40 3GA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,09-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,THE POLICE AND CRIME COMMISSIONER FOR KENT,781620," £26,627.00 ",Routine Maintenance,ME15 9BZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,09-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,THE POLICE AND CRIME COMMISSIONER FOR KENT,781621," £26,627.00 ",Routine Maintenance,ME15 9BZ,,,,,,,,,,,,,,,,,,,
