Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
31/07/2023,Hotel & Accommodation UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",530505,84.99,MF Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE
31/07/2023,Hotel & Accommodation UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",530505,339.96,MF Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE
31/07/2023,Hotel & Accommodation UK,"Net Zero, Nuclear & International - Nuclear Protection Directorate","Personal Expense, Name Withheld",530505,607.5,MF Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,4.99,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,4.99,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,5.1,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,5.29,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,5.4,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,5.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,13.34,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,16.2,MF Devolved Admin-Subsistence UK,,EMPLOYEE
04/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",524894,16.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",530032,5.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",530032,5.5,MF Devolved Admin-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,Corporate Services - Analysis Directorate,"Personal Expense, Name Withheld",530032,6.84,MF Devolved Admin-Subsistence UK,,EMPLOYEE
12/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Alexander Mann Solutions Ltd,525995,5016.46,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
10/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Alexander Mann Solutions Ltd,526056,5819.52,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
19/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Alexander Mann Solutions Ltd,527498,2640.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
20/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Alexander Mann Solutions Ltd,527540,3197.04,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
19/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Alexander Mann Solutions Ltd,527568,2909.76,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Alexander Mann Solutions Ltd,529224,2640.24,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Hire of Agency Staff,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Alexander Mann Solutions Ltd,529283,2909.76,Net Zero Costs - Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
20/07/2023,Other Professional Services,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,Reed Specialist Recruitment Ltd,528610,172980,Energy Bills Support Scheme-Other Professional Services,SW20 0BA,VENDOR
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525059,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525060,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525061,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525062,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525063,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525064,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525065,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525066,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525067,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525068,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525069,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525070,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525071,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525072,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525073,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525074,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525075,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525076,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525077,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525078,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525079,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525080,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525081,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525082,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525083,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525084,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525085,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525086,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525087,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525088,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525089,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525090,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525091,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525092,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525093,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525094,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525095,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525096,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525097,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525098,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525099,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525100,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525101,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
05/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525102,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525727,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525728,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525729,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525730,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525731,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525732,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525733,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525734,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525735,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
07/07/2023,Current Grants To Private Sector - NPISH,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Portfolio & Affordability,GSSC Energy Payments,525736,600,Energy Bills Support Scheme - Additional Fund-Current Grants To Private Sector - NPISH,,
