Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1388.61
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,365.92
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1396.01
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,583.48
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,294.73
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,115.58
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,130.03
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,101.14
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,450.81
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to Place,Agency Staff,30/11/2022,1086.99
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to Place,Agency Staff,30/11/2022,1086.99
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1570.41
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1570.34
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1498.5
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,1579.53
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,598.81
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Agency Staff,30/11/2022,444
Translation / Interpreter,Kinda Bourghli,Services to People,Professional Fees,02/12/2022,976.5
NHS Organisation,Northumbria Healthcare,Corporate and Support Services,Furniture and Equipment,01/12/2022,517.17
NHS Organisation,Northumbria Healthcare,Corporate and Support Services,Furniture and Equipment,01/12/2022,60.38
,One Time Supplier,Services to Place,Grounds Maintenance,01/12/2022,9000
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,01/12/2022,4169.49
Social Care Services,INDEPENDENT OPTIONS (NORTH WEST),Services to People,Care Payments,06/12/2022,1918.56
Transport and Travel,Freerun Private Services,Services to People,Leasing /Transport Hire,01/12/2022,1470
Transport and Travel,Freerun Private Services,Services to People,Leasing /Transport Hire,01/12/2022,13930
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,06/12/2022,650
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,12/12/2022,787.5
Recruitment / Staffing,Hamptons Resourcing,Services to People,Agency Staff,05/12/2022,2907
Recruitment / Staffing,Hamptons Resourcing,Services to People,Agency Staff,05/12/2022,2907
Recruitment / Staffing,Hamptons Resourcing,Services to People,Agency Staff,05/12/2022,2907
Social Care Services,Appleford Homes Limited,Services to People,Care Payments,05/12/2022,2280
Building Services,Rhodar Industrial Services Ltd,Services to Place,Capital Expenditure - Works,02/12/2022,2384
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,06/12/2022,1700
Social Care Services,DM Senior Homecare Ltd t/a Right at,Services to People,Care Payments,01/12/2022,2358.92
Social Care Services,DM Senior Homecare Ltd t/a Right at,Services to People,Care Payments,02/12/2022,992
Social Care Services,DM Senior Homecare Ltd t/a Right at,Services to People,Care Payments,02/12/2022,992
Social Care Services,DM Senior Homecare Ltd t/a Right at,Services to People,Care Payments,01/12/2022,2171.47
Building Services,Rhodar Industrial Services Ltd,Services to Place,Repairs and Maintenance,02/12/2022,9675.17
Church / Place of Worship,ST ANDREWS PAROCHIAL CHURCH COUNCIL,Corporate and Support Services,Third party payments - Private/Voluntary Sector,14/12/2022,950
Other Public Sector Organisation,TEACHERS PENSIONS,#N/A,Other Payments,01/12/2022,10480.49
Security / Safety,Security Plus Limited,Corporate and Support Services,Other Payments,02/12/2022,700
Construction / Building Services,STANNAH STAIRLIFT LTD,Services to Place,Capital Expenditure - Works,02/12/2022,4236.06
Financial Services,Dexia Crédit Local,Non-General Fund Items,Other Payments,02/12/2022,69747.52
Financial Services,Dexia Crédit Local,Corporate and Support Services (Tech),Other Payments,02/12/2022,116386.04
Sports/Outdoor Activities,Marple Cricket and Squash Club,Corporate and Support Services,Third party payments - Private/Voluntary Sector,14/12/2022,960
Disability Support,PURE INNOVATIONS LTD,Corporate and Support Services,Third party payments - Private/Voluntary Sector,14/12/2022,1000
Property Repairs and Maintenance,Reflex Systems Limited,Services to Place,Capital Expenditure - Works,02/12/2022,2285
Counselling Services,STOCKPORT WOMENS CENTRE,Corporate and Support Services,Third party payments - Private/Voluntary Sector,14/12/2022,1000
Disability Support,DISABILITY STOCKPORT LTD,Corporate and Support Services,Third party payments - Private/Voluntary Sector,14/12/2022,1000
Church / Place of Worship,HEALD GREEN METHODIST CHURCH,Corporate and Support Services,Third party payments - Private/Voluntary Sector,14/12/2022,860
Construction / Building Services,Virgin Media Ltd,Services to Place,Highways Maintenance,13/12/2022,529.68
Surveyor,Gee Bennett - SURVEYORS,Services to Place,Rents,13/12/2022,738.57
Property Management,STRETTON DEVELOPMENT LTD,Services to Place,Rents,02/12/2022,9000
Property Management,The Arch Company Properties Ltd,Services to Place,Rents,13/12/2022,611.5
Property Management,The Arch Company Properties Ltd,Services to Place,Rents,13/12/2022,5575
Building Services,Rhodar Industrial Services Ltd,Services to Place,Capital Expenditure - Works,02/12/2022,15120
Local Authority,Greater Manchester Pension Fund,#N/A,Other Payments,02/12/2022,1022938.08
Local Authority,Greater Manchester Pension Fund,Corporate and Support Services (Tech),salaries,02/12/2022,59400
Property Development,Interchange Homes LLP,Services to Place,Third party payments - Private/Voluntary Sector,05/12/2022,862653.46
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Repairs and Maintenance,09/12/2022,820.36
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Repairs and Maintenance,07/12/2022,647.51
Translation / Interpreter,Zohreh Dibaj,Services to People,Professional Fees,02/12/2022,1044
Transport and Travel,A AND G Duncan - Taxis,Services to People,Leasing /Transport Hire,02/12/2022,2156
Transport and Travel,A AND G Duncan - Taxis,Services to People,Leasing /Transport Hire,02/12/2022,3683
Translation / Interpreter,Viann Sheena,Services to People,Professional Fees,02/12/2022,675
Translation / Interpreter,Safiullah Safi,Services to People,Professional Fees,02/12/2022,2856
Building Supplies,PTS-PLUMBING TRADE SUPPLIES,Services to Place,Capital Expenditure - Works,05/12/2022,2941.32
Building Supplies,REXEL UK LTD,Services to Place,Capital Expenditure - Works,05/12/2022,10102.64
Building Supplies,REXEL UK LTD,Services to Place,Capital Expenditure - Works,05/12/2022,7576.98
Social Care Services,Care 4 You Manchester Ltd,Services to People,Care Payments,06/12/2022,550
Social Care Services,Care 4 You Manchester Ltd,Services to People,Care Payments,06/12/2022,860
Recruitment / Staffing,TEACHING PERSONNEL LTD,Services to People,Fees and Charges,07/12/2022,1065.93
Construction / Building Services,JR FOY & SON LTD,Services to Place,Repairs and Maintenance,06/12/2022,5275
Construction / Building Services,JR FOY & SON LTD,Corporate and Support Services,Repairs and Maintenance,06/12/2022,6681
Construction / Building Services,JR FOY & SON LTD,Services to Place,Repairs and Maintenance,09/12/2022,3898.7
Church / Place of Worship,ST ALBANS PCC,Corporate and Support Services,Third party payments - Private/Voluntary Sector,14/12/2022,824.95
Childcare Provision,The Little Acorns Day Nursery,Services to People,Care Payments,08/12/2022,939.66
Construction / Building Services,Totally Local Company Ltd,Services to Place,Leasing /Transport Hire,09/12/2022,252.87
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Repairs and Maintenance,09/12/2022,131.26
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Insurance,09/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Services to Place,Leasing /Transport Hire,05/12/2022,273.58
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Repairs and Maintenance,05/12/2022,137.23
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Insurance,05/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Services to Place,Leasing /Transport Hire,09/12/2022,456.97
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Repairs and Maintenance,09/12/2022,157.01
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Insurance,09/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Services to Place,Leasing /Transport Hire,09/12/2022,680.49
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Repairs and Maintenance,09/12/2022,281.93
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Insurance,09/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Leasing /Transport Hire,07/12/2022,440.97
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Repairs and Maintenance,07/12/2022,157.01
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Insurance,07/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Leasing /Transport Hire,07/12/2022,517.52
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Repairs and Maintenance,07/12/2022,157.01
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Insurance,07/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Leasing /Transport Hire,05/12/2022,233.24
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Repairs and Maintenance,05/12/2022,150.93
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Insurance,05/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Leasing /Transport Hire,07/12/2022,440.97
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Repairs and Maintenance,07/12/2022,157.01
Construction / Building Services,Totally Local Company Ltd,Corporate and Support Services,Vehicle Insurance,07/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Services to Place,Leasing /Transport Hire,09/12/2022,410
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Insurance,09/12/2022,144.87
Construction / Building Services,Totally Local Company Ltd,Services to Place,Leasing /Transport Hire,09/12/2022,410
Construction / Building Services,Totally Local Company Ltd,Services to Place,Vehicle Insurance,09/12/2022,144.87
Childcare Provision,COMPUTERSHARE VOUCHER SERVICES,#N/A,Other Payments,05/12/2022,13384
Childcare Provision,COMPUTERSHARE VOUCHER SERVICES,#N/A,Other Payments,05/12/2022,7011.5
Social Care Services,Seashell Trust,Services to People,Third party payments - Private/Voluntary Sector,16/12/2022,521233.09
Property Development,Muse Developments Ltd,Services to Place,Capital Expenditure - Works,05/12/2022,810296.1
Social Care Services,Stable Steps Care Centre,Services to People,Covid 19 Payments,13/12/2022,6144.81
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Travelling Expenses,06/12/2022,700
,*Redact - Personal Information,Services to Place,Supplies and services,06/12/2022,4539.6
,*Redact - Personal Information,Services to Place,Supplies and services,06/12/2022,4099.76
,*Redact - Personal Information,Services to Place,Supplies and services,06/12/2022,13345.48
Financial Services,PayPoint - CSGA Payments,Services to People,Utilities,07/12/2022,2728.67
Recruitment / Staffing,TEACHING PERSONNEL LTD,Services to People,Fees and Charges,06/12/2022,1113.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,14/12/2022,10256.41
Translation / Interpreter,Joanna Oszkiel-Olszewska,Services to People,Professional Fees,07/12/2022,624
Charity/Third Sector Support,Keira's Kingdom,Services to People,Care Payments,06/12/2022,1500
Recruitment / Staffing,TEACHING PERSONNEL LTD,Services to People,Fees and Charges,07/12/2022,1516.69
Recruitment / Staffing,TEACHING PERSONNEL LTD,Services to People,Fees and Charges,07/12/2022,1602.55
Insurance Services,MYI Limited,Corporate and Support Services,Insurance,06/12/2022,1350
Insurance Services,MYI Limited,Corporate and Support Services,Insurance,06/12/2022,1020
Insurance Services,MYI Limited,Corporate and Support Services,Insurance,06/12/2022,1020
Legal Services,St John's Buildings Ltd,Services to People,Legal Fees,12/12/2022,750
Welfare Services,CHILD ACTION NORTHWEST,Services to People,Third party payments - Public Sector,06/12/2022,734.89
Social Care Services,Domain Care North West Ltd,Services to People,Care Payments,06/12/2022,4218.56
Social Care Services,Domain Care North West Ltd,Services to People,Care Payments,06/12/2022,648
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,06/12/2022,33300
Social Care Services,Lagan's Foundation,Services to People,Care Payments,19/12/2022,6107.25
Social Care Services,The David Lewis Centre,Services to People,Care Payments,19/12/2022,1039
Financial Services,PrePaid Financial Services Ltd,Services to People,Fees and Charges,12/12/2022,1514.65
Financial Services,PrePaid Financial Services Ltd,Services to People,Fees and Charges,12/12/2022,1448.7
Property Development,Muse Developments Ltd,Services to Place,Capital Expenditure - Works,08/12/2022,203109.34
Animal Welfare Services,Altocom 410 Ltd ( trading as Lodge,Services to People,Care Payments,12/12/2022,775
Health Services,"P88043 Brinnington Surgery, Brinnin",Services to People,Care Payments,21/12/2022,7612.5
Social Care Services,Harbour Healthcare Ltd,Services to People,Covid 19 Payments,21/12/2022,4050.4
,*Redact - Personal Information,Services to Place,Supplies and services,16/12/2022,13947.68
Financial Services,Prepaid Financial Services Ltd,Services to People,Fees and Charges,08/12/2022,5464.39
Training Provision,Starting Point Community Learning P,Services to Place,Third party payments - Private/Voluntary Sector,19/12/2022,770
,One Time Supplier,Services to People,Other Payments,08/12/2022,8237.5
Utilities,TOTAL GAS & POWER LTD,Services to Place,Utilities,07/12/2022,207.41
Utilities,TOTAL GAS & POWER LTD,Services to Place,Utilities,07/12/2022,625.25
