Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
ICT Consultancy / Support,Ethical Pixels Limited,Services to Place,Furniture and Equipment,28/11/2023,1940
Security / Safety,1st Alarm Security,Services to People,Repairs and Maintenance,28/11/2023,9364
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,28/11/2023,990.15
Construction / Building Services,PLAYDALE PLAYGROUNDS LTD,Services to Place,Grounds Maintenance,28/11/2023,1170
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,28/11/2023,990.15
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,28/11/2023,1131.6
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,28/11/2023,990.15
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,28/11/2023,990.15
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,28/11/2023,848.7
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,28/11/2023,990.15
Legal Services,Trinity Chambers,Corporate and Support Services,Professional Fees,28/11/2023,1200
Social Care Services,The National House Project CIO,Services to People,Professional Fees,28/11/2023,17037.5
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Office Expenses,28/11/2023,718.83
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,28/11/2023,2826
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,28/11/2023,942
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,28/11/2023,956.34
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,28/11/2023,956.34
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,28/11/2023,683.1
Building Supplies,CENTREWIRE LTD,Services to Place,Grounds Maintenance,28/11/2023,505
Housing Services,STOCKPORT HOMES LTD,Services to Place,Publicity and Promotion,28/11/2023,818.19
Church / Place of Worship,ST GEORGES CHURCH STOCKPORT,Services to People,Office Expenses,28/11/2023,1220
Property Development,CBRE,Services to Place,Supplies and services,28/11/2023,10000
Social Care Services,Seashell Trust,Services to People,Care Payments,28/11/2023,533.4
Social Care Services,Seashell Trust,Services to People,Care Payments,28/11/2023,533.4
Social Care Services,Seashell Trust,Services to People,Care Payments,28/11/2023,533.4
Social Care Services,Seashell Trust,Services to People,Care Payments,28/11/2023,622.3
Legal Services,Miss Lucy Leeming,Corporate and Support Services,Professional Fees,28/11/2023,1800
Professional / Consultancy Services,Yvonne Parker,Services to Place,Professional Fees,28/11/2023,-4319.5
Professional / Consultancy Services,Yvonne Parker,Services to Place,Professional Fees,28/11/2023,3534.2
Psychology / Assessment Services,Action First Assessments Ltd,Services to People,Fees and Charges,29/11/2023,2280
Psychology / Assessment Services,Action First Assessments Ltd,Services to People,Fees and Charges,29/11/2023,760
Psychology / Assessment Services,Action First Assessments Ltd,Services to People,Fees and Charges,29/11/2023,1140
Psychology / Assessment Services,Action First Assessments Ltd,Services to People,Fees and Charges,29/11/2023,3120
Recruitment / Staffing,G2 Recruitment Solutions Limited,Corporate and Support Services,Salaries,29/11/2023,2600
Mobility Equipment / Supplies,Osprey Healthcare,Services to People,Furniture and Equipment,29/11/2023,1314.4
ICT Consultancy / Support,Smoothwall Ltd,Corporate and Support Services,Furniture and Equipment,29/11/2023,617.6
Recruitment / Staffing,Quba Solutions Ltd a/f Stonehouse R,Services to Place,Salaries,29/11/2023,2280
Financial Services,Allpay-Net Ltd,Corporate and Support Services,Bank Charges,29/11/2023,2599.77
Financial Services,Allpay-Net Ltd,Corporate and Support Services,Bank Charges,29/11/2023,1266.67
Legal Services,Exchange Chambers,Corporate and Support Services,Professional Fees,29/11/2023,1850
Training Provision,Marshall ACM Ltd,Corporate and Support Services,Staff Training,29/11/2023,805
Housing Services,Three Sixty SHG Ltd,Services to Place,Security,29/11/2023,5877.25
Housing Services,Three Sixty SHG Ltd,Services to Place,Repairs and Maintenance,29/11/2023,15230.03
Housing Services,Three Sixty SHG Ltd,Services to Place,Repairs and Maintenance,29/11/2023,13236.97
Housing Services,Three Sixty SHG Ltd,Services to Place,Repairs and Maintenance,29/11/2023,11250
Property Development,CBRE,Services to Place,Professional Fees,29/11/2023,1500
Charity/Third Sector,KIDS,Services to People,Fees and Charges,29/11/2023,800
Recruitment / Staffing,Vivid Resourcing,Corporate and Support Services,Salaries,29/11/2023,1710
Recruitment / Staffing,Vivid Resourcing,Corporate and Support Services,Salaries,29/11/2023,1710
Recruitment / Staffing,Vivid Resourcing,Corporate and Support Services,Salaries,29/11/2023,1710
Recruitment / Staffing,Vivid Resourcing,Corporate and Support Services,Salaries,29/11/2023,1710
Recruitment / Staffing,Vivid Resourcing,Corporate and Support Services,Salaries,29/11/2023,1710
Books / Magazines / Media,Newsquest Media Group,Services to People,Staff Training,29/11/2023,-900
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Salaries,29/11/2023,331833.32
Recruitment / Staffing,TEACHING PERSONNEL LTD,Services to People,Fees and Charges,29/11/2023,748.85
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Services to People,Information and Communications Technology,29/11/2023,5990
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Corporate and Support Services,Information and Communications Technology,29/11/2023,425
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Corporate and Support Services,Information and Communications Technology,29/11/2023,79
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Corporate and Support Services,Information and Communications Technology,29/11/2023,425
ICT Consultancy / Support,CBC COMPUTER SYSTEM (KIRKLEES),Corporate and Support Services,Information and Communications Technology,29/11/2023,79
Health Advice / Awareness,Focus Mental Health,Services to People,Fees and Charges,29/11/2023,2500
Health Advice / Awareness,Focus Mental Health,Services to People,Fees and Charges,29/11/2023,2500
Health Advice / Awareness,Focus Mental Health,Services to People,Fees and Charges,29/11/2023,2500
Health Advice / Awareness,Focus Mental Health,Services to People,Fees and Charges,29/11/2023,2500
Health Advice / Awareness,Focus Mental Health,Services to People,Fees and Charges,29/11/2023,2500
Construction / Building Services,"Prism Medical UK, Westholme Div.",Services to People,Furniture and Equipment,29/11/2023,688.68
ICT Supplies,Response Technical Services Limited,Services to Place,Information and Communications Technology,30/11/2023,2857.5
ICT Supplies,Response Technical Services Limited,Corporate and Support Services,Furniture and Equipment,30/11/2023,2857.5
ICT Supplies,Response Technical Services Limited,Services to Place,Information and Communications Technology,30/11/2023,337.5
ICT Supplies,Response Technical Services Limited,Corporate and Support Services,Furniture and Equipment,30/11/2023,337.5
ICT Supplies,Response Technical Services Limited,Corporate and Support Services,Furniture and Equipment,30/11/2023,486
ICT Supplies,Response Technical Services Limited,Services to Place,Information and Communications Technology,30/11/2023,486
ICT Supplies,Response Technical Services Limited,Corporate and Support Services,Furniture and Equipment,30/11/2023,125
ICT Supplies,Response Technical Services Limited,Services to Place,Information and Communications Technology,30/11/2023,125
Professional / Consultancy Services,Destin Solutions Ltd,Corporate and Support Services,Information and Communications Technology,30/11/2023,-4950
Research / Analysis,LION LABORATORIES LTD,Services to People,Furniture and Equipment,30/11/2023,-645
Research / Analysis,LION LABORATORIES LTD,Services to People,Furniture and Equipment,30/11/2023,-27
Research / Analysis,LION LABORATORIES LTD,Services to People,Furniture and Equipment,30/11/2023,-46
Research / Analysis,LION LABORATORIES LTD,Services to People,Furniture and Equipment,30/11/2023,663
Research / Analysis,LION LABORATORIES LTD,Services to People,Furniture and Equipment,30/11/2023,27
Research / Analysis,LION LABORATORIES LTD,Services to People,Furniture and Equipment,30/11/2023,28
Books / Magazines / Media,THE COPYRIGHT LICENSING AGENCY LTD,Services to Place,Fees and Charges,30/11/2023,-653.2
Books / Magazines / Media,THE COPYRIGHT LICENSING AGENCY LTD,Services to Place,Fees and Charges,30/11/2023,653.2
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5288.98
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5512.32
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5288.98
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5288.98
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5288.98
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5288.98
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5512.32
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5512.32
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,6138
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,6138
Housing Services,STOCKPORT HOMES LTD,Services to People,Furniture and Equipment,30/11/2023,-30978.84
Housing Services,STOCKPORT HOMES LTD,Services to People,Furniture and Equipment,30/11/2023,-30975.64
ICT Consultancy / Support,Getech,Corporate and Support Services,Information and Communications Technology,30/11/2023,3024
ICT Consultancy / Support,Getech,Corporate and Support Services,Information and Communications Technology,30/11/2023,90
Social Care Services,Kathryn McKenna,Services to People,Professional Fees,30/11/2023,1869.43
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Research / Analysis,MEL RESEARCH LTD,Corporate and Support Services,Fees and Charges,30/11/2023,8800
Engineering Services,Pell Frischmann Consultants Ltd,Services to Place,Professional Fees,30/11/2023,11520
Disability Support,SENSE CAS FINANCE TEAM,Services to People,Care Payments,30/11/2023,615.3
Books / Magazines / Media,The Bookseller - part of The Stage,Corporate and Support Services,Library Equipment,30/11/2023,1383
Recruitment / Staffing,VENN GROUP,Corporate and Support Services,Salaries,30/11/2023,2490.08
Social Care Services,The David Lewis Centre,Services to People,Third party payments - Private/Voluntary Sector,30/11/2023,23890
Postal / Mail / Courier Services,Whistl UK Limited,Corporate and Support Services,Office Expenses,30/11/2023,837.86
Psychology / Assessment Services,Acorn Therapy,Services to People,Fees and Charges,30/11/2023,3005
NHS Organisation,NHS BUSINESS SERVICES AUTHORITY,Services to People,Fees and Charges,30/11/2023,31594.41
Psychology / Assessment Services,Geraldine Chang,Services to People,Fees and Charges,30/11/2023,773.5
Retailer,MORPLAN,Services to Place,Furniture and Equipment,30/11/2023,453.3
Retailer,MORPLAN,Services to Place,Furniture and Equipment,30/11/2023,158.7
Retailer,MORPLAN,Services to Place,Furniture and Equipment,30/11/2023,342
Retailer,MORPLAN,Services to Place,Furniture and Equipment,30/11/2023,133.1
ICT Consultancy / Support,Valtech Limited,Corporate and Support Services,Fees and Charges,30/11/2023,736.92
Construction / Building Services,Jones Lighting Ltd,Services to Place,Highways Maintenance,30/11/2023,2063.12
Construction / Building Services,Jones Lighting Ltd,Services to Place,Highways Maintenance,30/11/2023,1435.54
Social Care Services,Tiptoes Child Therapy Services Ltd,Services to People,Fees and Charges,01/12/2023,560
Social Care Services,Tiptoes Child Therapy Services Ltd,Services to People,Professional Fees,01/12/2023,980
Building Services,Star Group Live Limited,Services to People,Repairs and Maintenance,01/12/2023,172591.59
Building Services,Star Group Live Limited,Services to People,Repairs and Maintenance,01/12/2023,19176.84
Building Services,Mar-Key Marquees Ltd t/a Mar-Key Gr,Services to People,Repairs and Maintenance,01/12/2023,69343.76
Building Services,Mar-Key Marquees Ltd t/a Mar-Key Gr,Services to People,Repairs and Maintenance,01/12/2023,37374.24
School (Other Local Authority),Grange School,Services to People,Third party payments - Public Sector,01/12/2023,-6416.67
