Id,Indicator,CollectionFrequency,YearType,Year,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2019/2020,1606,1737,1713,1717,1719,1712,1698,1719,1725,1688,1667,1629,1647,1639,1626,1577,1606,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2020/2021,1687,1680,1735,1773,1773,1814,1806,1830,1830,1853,1853,1821,1821,1773,1751,1687,1687,Neutral
PVP08,People supported to live independently through social services PACKAGES OF CARE - (Snapshot),Monthly,Financial Year,2021/2022,,1728,1680,,,,,,,,,,,,,,,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2012/2013,2822,,,,,,,,,,,,,,,,,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2013/2014,2570,,,,,,,,,,,,,,,,,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2014/2015,2643,,2550,2520,2520,,2582,,2582,2708,2688,2668,2668,2690,3135,2643,2643,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2015/2016,2435,2444,2422,2437,2434,2428,2423,2415,2422,2433,2427,2430,2430,2451,2439,2471,2454,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2016/2017,931,948,958,898,935,903,906,934,914,916,922,917,918,921,987,967,958,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2017/2018,857,929,922,926,904,932,962,955,917,961,945,956,892,949,951,959,857,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2018/2019,1037,912,930,924,922,933,936,920,929,935,1003,1020,986,1022,1047,1042,1037,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2019/2020,958,929,922,926,927,932,962,955,955,961,945,956,955,949,951,959,958,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2020/2021,925,908,899,900,900,873,919,933,933,922,935,946,946,931,925,925,925,Neutral
PVP09,People supported to live independently through social services PREVENTION - (Snapshot),Monthly,Financial Year,2021/2022,,937,941,,,,,,,,,,,,,,,Neutral
PVP13,"No. of smokers who had successfully quit at 4 week follow up (self-report) per 100,000 smokers - YTD",Annual,Financial Year,2013/2014,1712.73,,,,,,,,,,,,,,,,,Up is Good
PVP13,"No. of smokers who had successfully quit at 4 week follow up (self-report) per 100,000 smokers - YTD",Annual,Financial Year,2014/2015,1344.96,,,,,,,,,,,,,,,,,Up is Good
PVP13,"No. of smokers who had successfully quit at 4 week follow up (self-report) per 100,000 smokers - YTD",Annual,Financial Year,2015/2016,1434.68,,,,,,,,,,,,,,,,,Up is Good
PVP13,"No. of smokers who had successfully quit at 4 week follow up (self-report) per 100,000 smokers - YTD",Annual,Financial Year,2016/2017,NC,,,,,,,,,,,,,,,,,Up is Good
PVP13,"No. of smokers who had successfully quit at 4 week follow up (self-report) per 100,000 smokers - YTD",Annual,Financial Year,2017/2018,NC,,,,,,,,,,,,,,,,,Up is Good
PVP13,"No. of smokers who had successfully quit at 4 week follow up (self-report) per 100,000 smokers - YTD",Annual,Financial Year,2022/2023,NC,,,,,,,,,,,,,,,,,Up is Good
PVP13,"No. of smokers who had successfully quit at 4 week follow up (self-report) per 100,000 smokers - YTD",Annual,Financial Year,2023/2024,1502,,,,347,,,,727,,,,1140,,,,1502,Up is Good
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2014/2015,14,,,,,,,,,,,,,,,,,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2015/2016,22,,,,4,,,,6,,,,4,,,,8,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2016/2017,16,1,1,2,4,1,0,1,2,2,1,3,6,1,3,0,4,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2017/2018,22,2,3,1,6,2,1,1,4,2,4,2,8,1,2,1,4,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2018/2019,21,5,2,2,9,1,0,2,3,3,2,2,7,2,0,0,2,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2019/2020,26,4,2,4,10,2,3,2,7,1,2,0,3,2,4,0,6,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2020/2021,20,3,2,2,7,0,3,3,6,3,0,2,5,1,1,0,2,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2021/2022,31,2,2,6,10,4,2,3,9,2,1,2,5,3,1,3,7,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2022/2023,27,1,2,5,8,1,4,1,6,0,4,0,4,1,1,7,9,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2023/2024,11,1,1,0,2,1,2,1,4,2,2,1,5,0,0,0,0,Up is Bad
PVP19,Number of permanent admissions to residential & nursing care homes for younger people (18-64),Monthly,Financial Year,2024/2025,,2,0,3,5,,,,,,,,,,,,,Up is Bad
PVP26,Delayed Transfers of Care: Total number of Acute delayed bed days (YDH only),Monthly,Financial Year,2014/2015,4472,263,241,366,870,138,438,489,1065,571,550,525,1646,417,264,210,891,Up is Bad
PVP26,Delayed Transfers of Care: Total number of Acute delayed bed days (YDH only),Monthly,Financial Year,2015/2016,6200,357,525,434,1316,470,506,495,1471,522,479,535,1536,737,468,672,1877,Up is Bad
PVP26,Delayed Transfers of Care: Total number of Acute delayed bed days (YDH only),Monthly,Financial Year,2016/2017,3516,479,350,243,1072,224,194,304,722,239,331,293,863,231,264,364,859,Up is Bad
PVP26,Delayed Transfers of Care: Total number of Acute delayed bed days (YDH only),Monthly,Financial Year,2017/2018,3830,267,257,265,789,239,379,384,1002,352,425,397,1174,227,287,351,865,Up is Bad
PVP26,Delayed Transfers of Care: Total number of Acute delayed bed days (YDH only),Monthly,Financial Year,2018/2019,6286,558,467,480,1505,335,636,487,1458,545,491,628,1664,550,535,574,1659,Up is Bad
PVP26,Delayed Transfers of Care: Total number of Acute delayed bed days (YDH only),Monthly,Financial Year,2019/2020,NC,727,740,634,2101,657,520,566,1743,482,368,463,1313,535,375,NC,NC,Up is Bad
PVP26,Delayed Transfers of Care: Total number of Acute delayed bed days (YDH only),Monthly,Financial Year,2020/2021,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,Up is Bad
PVP27,Delayed Transfers of Care: Total number of Non-acute delayed bed days (YDH only),Monthly,Financial Year,2014/2015,2861,176,311,304,791,378,315,274,967,425,190,147,762,215,103,23,341,Up is Bad
PVP27,Delayed Transfers of Care: Total number of Non-acute delayed bed days (YDH only),Monthly,Financial Year,2015/2016,2022,43,128,119,290,149,121,111,381,210,298,292,800,154,193,204,551,Up is Bad
PVP27,Delayed Transfers of Care: Total number of Non-acute delayed bed days (YDH only),Monthly,Financial Year,2016/2017,2860,270,253,324,784,200,205,270,675,272,235,297,804,151,149,237,537,Up is Bad
PVP27,Delayed Transfers of Care: Total number of Non-acute delayed bed days (YDH only),Monthly,Financial Year,2017/2018,2004,186,167,110,463,139,112,224,475,198,189,234,621,198,148,99,445,Up is Bad
PVP27,Delayed Transfers of Care: Total number of Non-acute delayed bed days (YDH only),Monthly,Financial Year,2018/2019,1826,199,177,199,575,85,92,211,388,178,177,119,474,159,129,101,389,Up is Bad
PVP27,Delayed Transfers of Care: Total number of Non-acute delayed bed days (YDH only),Monthly,Financial Year,2019/2020,NC,160,147,198,505,93,84,117,294,55,19,87,161,172,121,NC,NC,Up is Bad
PVP27,Delayed Transfers of Care: Total number of Non-acute delayed bed days (YDH only),Monthly,Financial Year,2020/2021,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,Up is Bad
PVP28,Delayed Transfers of Care: Total number of Non-acute delayed bed days (TEWV only),Monthly,Financial Year,2016/2017,3822,29,67,407,503,548,536,405,1489,452,515,374,1341,196,106,187,489,Up is Bad
PVP28,Delayed Transfers of Care: Total number of Non-acute delayed bed days (TEWV only),Monthly,Financial Year,2017/2018,2156,295,211,116,622,91,113,131,335,73,60,247,380,310,280,229,819,Up is Bad
PVP28,Delayed Transfers of Care: Total number of Non-acute delayed bed days (TEWV only),Monthly,Financial Year,2018/2019,2708,233,274,326,833,195,243,261,699,290,188,170,648,171,130,227,528,Up is Bad
PVP28,Delayed Transfers of Care: Total number of Non-acute delayed bed days (TEWV only),Monthly,Financial Year,2019/2020,NC,212,186,119,517,2,73,138,213,183,173,121,477,124,193,NC,NC,Up is Bad
PVP28,Delayed Transfers of Care: Total number of Non-acute delayed bed days (TEWV only),Monthly,Financial Year,2020/2021,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2012/2013,6.5,,,,,,,,,,,,,,,,,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2013/2014,6.5,,,,,,,,,,,,,,,,,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2014/2015,7.8,,,,,,,,,,,,,,,,,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2015/2016,5.7,6.4,6.3,6.3,6.3,6.2,6.1,6,6,5.7,5.6,5.5,5.5,5.4,5.5,5.7,5.7,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2016/2017,7.3,6.2,6.5,6.6,6.6,6.7,6.9,7.1,7.1,7.2,7.4,7.4,7.6,7.6,7.5,7.3,7.3,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2017/2018,7.1,7,6.9,6.8,6.8,6.8,6.8,7,7,7,6.6,6.9,6.9,7.1,7.1,7.1,7.1,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2018/2019,7.72,7.3,7.2,7,7,6.9,7.1,7.3,7.3,7.4,7.6,7.5,7.5,7.5,7.67,7.72,7.72,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2019/2020,7.01,7.93,7.89,7.84,7.84,7.87,7.84,7.75,7.75,7.75,7.64,7.62,7.62,7.36,7.06,7.01,7.01,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2020/2021,4.88,6.91,6.83,6.71,6.71,6.57,6.7,6.71,6.71,6.38,6.15,5.75,5.75,5.49,5.28,4.88,4.88,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2021/2022,10.53,5.06,5.59,5.93,5.93,6.26,6.24,6.49,6.49,6.87,7.42,7.76,7.76,8.78,9.35,10.53,10.53,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2022/2023,9.35,10.45,10.45,10.49,10.49,10.64,10.7,10.72,10.72,10.7,10.67,10.83,10.83,10.15,9.89,9.35,9.35,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2023/2024,9.41,9.24,9.27,9.36,9.36,9.24,9.31,9.35,9.35,9.57,9.48,9.63,9.63,9.64,9.74,9.41,9.41,Up is Bad
STF100b,Average Sickness Days per FTE - (Rolling 12 Month),Monthly,Financial Year,2024/2025,,9.78,9.81,9.85,9.85,,,,,,,,,,,,,Up is Bad
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2012/2013,NC,,,,,,,,,,,,,,,,,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2013/2014,NC,,,,,,,,,,,,,,,,,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2014/2015,NC,,,,,,,,,,,,,,,,,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2015/2016,NC,,,,,,,,,,,,,,,,,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2016/2017,65.46,,,,64,,,,NC,,,,65.46,,,,NC,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2017/2018,64.81,,,,70.51,,,,NC,,,,64.81,,,,NC,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2018/2019,72.52,,,,66.11,,,,NC,,,,72.52,,,,NC,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2019/2020,74.74,,,,71.52,,,,NC,,,,74.74,,,,NC,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2020/2021,NC,,,,NC,,,,NC,,,,NC,,,,NC,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2021/2022,68.75,,,,72,,,,NC,,,,68.75,,,,NC,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2022/2023,64.68,,,,68.05,,,,,,,,64.68,,,,,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2023/2024,72.24,,,,62.63,,,,,,,,72.24,,,,,Up is Good
TAP09a,% of panel confident they could find information on support available to help people live independently,Quarterly,Financial Year,2024/2025,,,,,63.42,,,,,,,,,,,,,Up is Good
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2012/2013,NC,,,,,,,,,,,,,,,,,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2013/2014,NC,,,,,,,,,,,,,,,,,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2014/2015,NC,,,,,,,,,,,,,,,,,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2015/2016,NC,,,,,,,,,,,,,,,,,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2016/2017,26.1,,,,27.3,,,,NC,,,,26.1,,,,NC,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2017/2018,27.25,,,,23.06,,,,NC,,,,27.25,,,,NC,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2018/2019,19.4,,,,25.89,,,,NC,,,,19.4,,,,NC,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2019/2020,17.11,,,,21.41,,,,NC,,,,17.11,,,,NC,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2020/2021,NC,,,,NC,,,,NC,,,,NC,,,,NC,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2021/2022,20.91,,,,19,,,,NC,,,,20.91,,,,NC,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2022/2023,28.83,,,,22.41,,,,,,,,28.83,,,,,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2023/2024,17.61,,,,26.05,,,,,,,,17.61,,,,,Up is Bad
TAP09b,% of panel not confident they could find information on support available to help people live independently,Quarterly,Financial Year,2024/2025,,,,,28.42,,,,,,,,,,,,,Up is Bad
YCC001,YFAS Emergency payments (£) TOTAL - (YTD),Weekly,Financial Year,2014/2015,117399,9249,22214,30927,30927,42200,59578,75091,75091,84624,94193,99742,99742,104929,112241,117399,117399,Neutral
YCC001,YFAS Emergency payments (£) TOTAL - (YTD),Weekly,Financial Year,2015/2016,41612,281,1469,2739,2739,5740,11061,15330,15330,20274,24597,28046,28046,33717,36254,41612,41612,Neutral
YCC001,YFAS Emergency payments (£) TOTAL - (YTD),Weekly,Financial Year,2016/2017,31188,2215,4878,7662,7662,9581,15494,18670,18670,22108,24550,26445,26445,28009,28845,31188,31188,Neutral
YCC001,YFAS Emergency payments (£) TOTAL - (YTD),Weekly,Financial Year,2017/2018,12533,998,2488,3849,3849,4607,6106,7251,7251,8513,8895,9575,9575,10510,11356,12633,12533,Neutral
YCC001,YFAS Emergency payments (£) TOTAL - (YTD),Weekly,Financial Year,2018/2019,14036,535,695,1285,1285,2255,3580,4745,4745,6250,7270,7950,7950,11386,13319,14036,14036,Neutral
YCC001,YFAS Emergency payments (£) TOTAL - (YTD),Weekly,Financial Year,2019/2020,14581,1195,2520,3081,3081,5139,6277,7017,7017,7645,8797,10428,10428,11193,12466,14581,14581,Neutral
