"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Education","Department for Education","Strategic Data Visualisation","DFE-2557","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Strategic Data Visualisation SEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Regions Group: National","DFE-2021","HEO - National","30332","33371","Higher Executive Officer - Regions Group: National SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","CS Policy Profession Unit","DFE-2498","Grade 7 - London","55022","63601","Manager - CS Policy Profession Unit Grade 7 (On Leave)-London","2.00","Other","London"
"Department for Education","Department for Education","Post 16 Skills & Strategy","DFE-2570","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Skills Strategy and Delivery SEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Regions Group: South West","DFE-2092","HEO - National","30332","33371","Higher Executive Officer - Regions Group: South West HEO (On Leave)-South West","2.00","Other","South West"
"Department for Education","Education and Skills Funding Agency","Data Science (ESFA)","DFE-2509","EO - National","25900","25900","Executive Officer - Data Science (ESFA) EO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Data Protection Office","DFE-2411","Grade 7 - National","51357","59332","Manager - Data Protection Office Grade 6-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Central Capital Unit","DFE-2228","Grade 7 - National","51357","59332","Manager - Central Capital Unit Grade 7 (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","Special Project: ALH","DFE-2401","EO - National","25900","25900","Executive Officer - Special Project: ALH EO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Legal & Transactions SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","Grade 7 - National","51357","59332","Manager - Insight and Statistics Grade 7-South West","1.00","Other","South West"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Infrastructure & Platforms SEO-London","1.00","Other","London"
"Department for Education","Department for Education","News and Social Media","DFE-2145","SEO (Information Officer) - London","46603","51909","Senior Executive Officer - News and Social Media SEO-London","8.00","Other","London"
"Department for Education","Department for Education","Future Student Finance and Funding​","DFE-2391","Grade 6 - London","65783","73146","Manager - Future Student Finance and Funding​ Grade 6 (On Leave)-London","0.91","Other","London"
"Department for Education","Department for Education","Disadvantage Strategy","DFE-2311","Grade 7 - London","55022","63601","Manager - Disadvantage Strategy Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Regions Group: North East","DFE-2056","HEO - National","30332","33371","Higher Executive Officer - Regions Group: North East HEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Commercial School Resource Management (Protected)","DFE-2354","EO: EO (Experienced) - National","26936","26936","Executive Officer - Commercial School Resource Management (Protected) EO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Student Funding Policy​","DFE-2116","HEO - National","30332","33371","Higher Executive Officer - Student Funding Policy​ HEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Open Innovation","DFE-2559","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Open Innovation Grade 7-London","3.00","Other","London"
"Department for Education","Department for Education","Industrial Action","DFE-2571","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Industrial Action SEO-London","1.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Operational Delivery - Midlands & West","DFE-2084","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Operational Delivery - Midlands & West SEO (On Leave)-South West","2.00","Other","South West"
"Department for Education","Department for Education","Infrastructure & Platforms","DFE-2281","Grade 7 - London","55022","63601","Manager - Infrastructure & Platforms Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","School Strategy and System","DFE-2409","Grade 7 - National","51357","59332","Manager - School Strategy and System Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","SEND Policy and Strategy","DFE-2464","Senior Executive Officer - National","37593","41506","Senior Executive Officer - SEND Policy and Strategy SEO-West Midlands","0.91","Other","West Midlands"
"Department for Education","Department for Education","Social Justice and Disadvantage","DFE-2519","HEO - National","30332","33371","Higher Executive Officer - Social Justice and Disadvantage HEO-North East","1.90","Other","North East"
"Department for Education","Department for Education","Strategic Data Visualisation","DFE-2557","Grade 6 - London","65783","73146","Manager - Strategic Data Visualisation Grade 6-London","0.80","Other","London"
"Department for Education","Department for Education","CS Policy Profession Unit","DFE-2498","Grade 7 - National","51357","59332","Manager - CS Policy Profession Unit Grade 7-North East","2.72","Other","North East"
"Department for Education","Department for Education","SEND Policy and Strategy","DFE-2464","HEO - National","30332","33371","Higher Executive Officer - SEND Policy and Strategy HEO-North East","2.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Operational Delivery - Midlands & West","DFE-2084","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Operational Delivery - Midlands & West SEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","Capital","DFE-2242","HEO - National","30332","33371","Higher Executive Officer - Free Schools, FE and Skills HEO (On Leave)-North East","1.00","Other","North East"
"Department for Education","Department for Education","CS Policy Profession Unit","DFE-2498","Grade 7 - National","51357","59332","Manager - CS Policy Profession Unit Grade 7 (On Leave)-South West","1.00","Other","South West"
"Department for Education","Department for Education","The Apprenticeships Service (DDAT)​","DFE-2486","Grade 7 - National","51357","59332","Manager - The Apprenticeships Service (DDAT)​ Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Innovation, Practice and Digital","DFE-2010","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Strategy, Funding and CR Sponsor SEO (On Leave)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Digital Delivery - Funding Services","DFE-2502","Grade 7 - London","55022","63601","Manager - Digital Delivery - Schools Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Payroll, Reward, Policies and ER","DFE-2527","HEO - National","30332","33371","Higher Executive Officer - Payroll, Reward, Policies and ER HEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Payroll, Reward, Policies and ER","DFE-2527","EO - National","25900","25900","Executive Officer - Payroll, Reward, Policies and ER HEO-Yorkshire and The Humber","0.83","Other","Yorkshire and The Humber"
