Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Maritime and Coastguard Agency,04/10/2017,Tug - Sovereign,Counter Pollution and Salvage,Ardent Maritime (UK) Ltd,233047489,"221,550.00",Provision of Emergency Towing Vessel - Sept 2017,E1 8FA
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Civil Hydrographic Work,Navigation Safety and Surveillance,EGS (International) Ltd,233047547,500,Civil Hydrography Programme HI 1547,GU35 9QE
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Henderson Scott,233047516,527.8,"Travel to Norwich, Accommodation and Evening Meals x2 - P/E 20.09.17",SL9 8EL
Department For Transport,Maritime and Coastguard Agency,05/10/2017,"Courier Costs, Non Royal Mail",Bunkers,Corporate Express Couriers,233047225,707.88,Parcel Charges - July 2017,SO50 4NT
Department For Transport,Maritime and Coastguard Agency,05/10/2017,"Courier Costs, Non Royal Mail",Bunkers,Corporate Express Couriers,233047226,929.52,Parcel Charges Aug 17,SO50 4NT
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Other Prosecution Costs,Enforcement,Kiwa Ltd,233047599,984,Legal Services,GL52 7RZ
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Technical Advice,Information & Communications Technology,Advanced 365 Limited,233047569,"1,020.00",IT Services - September,EC1V 2TT
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Printing Services,Communications,Williams Lea Ltd,233047584,"1,029.82",Leaflets,NR3 1PD
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Printing Services,UK Ship Register,Z-Card Ltd,233047529,"1,175.00",Business Marketing Material ,W1W 8AH
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Energy Efficiency Measures (Hq Only),Estates,Monarch Partnership Ltd,233047545,"1,199.88",Validation Service to Cover MCA Utility Billing,SM6 9AN
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Training,UK Ship Register,The Chamber of Shipping Ltd,233047528,"1,620.00",Introduction to UK Shipping Course - 3 Participants,SE1 9EQ
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Rent,Estates,Hartnell Taylor Cook LLP No. 1 Client Account,233047563,"2,073.87",Client Funding - 03.10.2017,BS8 3JX
Department For Transport,Maritime and Coastguard Agency,05/10/2017,CG - Pyrotechnics Disposal,Estates,Epc-Uk Edsl,233047523,"2,437.86",MRCC Falmouth 29/09/17 x6 Boxes,CO12 5JW
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Training,Central HR Services,CSL - KPMG LLP,233047546,"2,500.00",Training - September 2017,E14 5GL
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Training,Central HR Services,CSL - KPMG LLP,233047556,"2,500.00",Professional Services,E14 5GL
Department For Transport,Maritime and Coastguard Agency,05/10/2017,CG - Uniforms,Coastal Resources,Miller Rayner Ltd,233047530,"8,214.48",Inv 193995-194180 Dated 18-22/09/17,SO14 3EW
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Technical Advice,Corporate Developments,Intelletec Limited,233047498,"10,080.00","14 Days, £600 Per day",N3 1RY
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Maintenance of Coastguard Telecomms,Information & Communications Technology,ICS Electronic Limited,233047493,"10,436.40",Support & Maintenance Of ICS Comms Suite -Monthly Payment October 2017,BN18 0BF
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Rent,Estates,Hartnell Taylor Cook LLP No. 1 Client Account,233047563,"13,381.59",Client Funding - 03.10.2017,BS8 3JX
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Comp S/Ware - Non FA,Corporate Developments,Professional Data Management Services Ltd,233047595,"35,418.06",SRS/ADIS System - September 2017,IM2 2QZ
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Software Maintenance,Information & Communications Technology,Gartner UK Limited,233047564,"55,880.40",Executives Programs Member - 10/2017 to 09/2018,TW20 9AH
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Plan/Install of CG Telecoms,Information & Communications Technology,TP Group Plc,233047562,"96,000.00",Procurement Support - Communication Services,GU14 0LX
Department For Transport,Maritime and Coastguard Agency,05/10/2017,Direct Weather Services,Navigation Safety and Surveillance,Met Office,233047594,"185,696.70",Shipping Forecasts,EX1 3PB
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Agency Staff,Seafarer Training And Certification,Brook Street,233047620,528.75,Temporary Services of a Clerical Officer - 37.30 Hours,AL1 4JB
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Aviation Ancillary Costs,Humberside SAR Helicopter Base,Bristow Helicopters Ltd,233047192,540,Provision of SAR Services,RH1 5JZ
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Other Prosecution Costs,Enforcement,Hampshire Constabulary,233047642,767.33,Legal Services,SO22 5DB
Department For Transport,Maritime and Coastguard Agency,06/10/2017,CG - Rescue Equipment,Coastal Resources,Drew Marine Signal & Safety UK Ltd,233047285,950.4,Orange Handsmoke x 60 White Handflare x 30 - Bridlington,PO9 1SA
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Estate Service - Consult Lumpsum/Work,Estates,S2 Partnership Ltd,233047603,"1,080.00",Water and Fir Risk management Sept 17,CB23 4EY
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Software Maintenance,Information & Communications Technology,Concept Information Technology Ltd,233047605,"1,365.00",Business Analyst - 24/09/17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Software Maintenance,Information & Communications Technology,Concept Information Technology Ltd,233047606,"2,100.00",Business Analyst - 30/09/17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Concept Information Technology Ltd,233047608,"2,565.00",Systems Engineer - 30/09/17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Plan/Install of CG Telecoms,Information & Communications Technology,Concept Information Technology Ltd,233047609,"2,760.00",Technical Analyst - 01/10/17,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,Concept Information Technology Ltd,233047607,"3,456.00",Technical Project Manager Telephony,DY1 4RH
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Technical Advice,Corporate Developments,North West Consulting Limited,233047596,"12,255.00",Consultancy - W/E 10.09/17.09/24.09/01.10.17,L23 6US
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Software Maintenance,Corporate Developments,Information Risk Management Ltd,233047281,"27,030.00",On Site Infrastructure Security Assessment,GL50 1TA
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Legal Consultancy,Aviation,DLA Piper UK LLP,233047600,"28,219.20",Review of Existing Contract,L2 0NH
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Software Maintenance,Information & Communications Technology,Ans Group,233047604,"52,637.88",Fully managed Oct 17 - Sept 17,M15 6SY
Department For Transport,Maritime and Coastguard Agency,06/10/2017,Payment to Other Govt Depts,Central Finance,Arvato,233047469,"181,028.66",SSC Running Costs - Sept 2017,HU10 6FE
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047754,507.73,Fuel Charges - Aug 17 Milford Ha,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047739,516.27,Fuel Charges - Sept 17 Dover,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Aviation Ancillary Costs,Newquay SAR Helicopter Base,Bristow Helicopters Ltd,233047781,540,Provision of SAR Services,RH1 5JZ
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Aviation Ancillary Costs,Manston SAR Helicopter Base,Bristow Helicopters Ltd,233047782,540,Provision of SAR Services,RH1 5JZ
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Aviation Ancillary Costs,Stornoway SAR Helicopter Base,Bristow Helicopters Ltd,233047787,540,Provision of SAR Services,RH1 5JZ
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047743,553.03,Fuel Charges - Sept 17 Humber,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Consumables,Information & Communications Technology,XMA Ltd,233047677,582.23,Black/Yellow/Magenta Image Drum - Fareham,NG11 7EP
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Consumables,Information & Communications Technology,XMA Ltd,233047664,585.83,"Cyan print cartridges - Blaikies Quay, Aberdeen",NG11 7EP
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047737,597.39,Fuel Charges - Sept 17 Brixham,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Aviation Landing Charge,Stornoway SAR Helicopter Base,Bristow Helicopters Ltd,233047228,636.03,Provision of SAR Services,RH1 5JZ
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047747,639.28,Fuel Charges - Sept 17 Swansea,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047748,671.94,Fuel Charges - Sept 17 Storonaway,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Aviation Landing Charge,Caernarfon SAR Helicopter Base,Bristow Helicopters Ltd,233047766,687.65,Provision of SAR Services,RH1 5JZ
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Training,Surveyor Technical Training,Weld-Class-Solutions Ltd,233047645,727,"3.5 Day Welding Surveyor's Welding Inspection, Technology Training Course and 0.5 Day Marking Of Assessments x8 Participants - Hotel and Meals Subsistence",CB22 4RN
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Consumables,Information & Communications Technology,XMA Ltd,233047663,733.32,Black print cartridges - Dover,NG11 7EP
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Agency Staff,Corporate Developments,Brook Street,233047621,763.68,Executive Officer - Southampton,AL1 4JB
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Agency Staff,Seafarer Training And Certification,Brook Street,233047092,779.16,W/E 15/09/17,AL1 4JB
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Consumables,Information & Communications Technology,XMA Ltd,233047676,812.04,Image Drum - Black/Cyan/Yellow/Magenta - Glasgow,NG11 7EP
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Agency Staff,Seafarer Training And Certification,Brook Street,233047351,815.28,W/E 22.09.2017 ,AL1 4JB
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047733,817.82,Fuel Charges - Sept 17 Holmrock,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Agency Staff,Seafarer Training And Certification,Brook Street,233045986,851.4,W/E 18/08/17,AL1 4JB
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Royal Mail,Plymouth MO,TMS Credifon,233047815,"1,000.00",Top up franking M Plymouth,RM1 2AR
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Information Technology (Owned) - Cost - Additions,Information & Communications Technology,ESyn3rgy Ltd,233047790,"1,032.00",W/E 06/10/17,NN1 5AW
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Corporate Travel Contracts (Finance Only),Coastal Resources,Allstar Business Solutions Ltd,233047744,"1,141.00",Fuel Charges - Sept 17 Humber,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Maintain/Repair,Coastal Resources,Babcock Vehicle Engineering Ltd,233047669,"1,182.00",Supply and Fit Livery to Transport Trailer,WS2 8LD
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Exhibitions and Demonstrations,Ensign,The Superyacht Group,233047646,"1,258.74",TSR Issue 182 Advertising - The Superyacht Report: Full Colour Advertising,SW11 1NG
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Occupational Health Scheme,Central HR Services,OH Assist Limited,233047717,"1,356.14",Help Charges - September 2017,PR2 2YB
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Telecoms Pws,Information & Communications Technology,British Telecommunications Plc,233047730,"1,606.59",Rental/Payment Charges - September 2017 - Southampton,DH98 1BT
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047735,"1,634.06",Fuel Charges - Sept 17 Aberdeen,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Training,Central HR Services,Act Now Training Ltd,233047661,"1,685.20",GDPR Training Fee and Train,WF12 9QE
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Recruitment Advertising,Central HR Services,HM Revenue & Customs,233047437,"1,685.25",CSIST Online Tests - Q1,BN12 4XH
Department For Transport,Maritime and Coastguard Agency,09/10/2017,"Courier Costs, Non Royal Mail",Building Services,Corporate Express Couriers,233047670,"1,706.87",Airway Bills - September,SO50 4NT
Department For Transport,Maritime and Coastguard Agency,09/10/2017,CG - Vehicles Fuel/Oil,Coastal Resources,Allstar Business Solutions Ltd,233047738,"1,804.70",Fuel Charges - Sept 17 Coast Res,SN5 6PS
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Agency Staff,Corporate Finance,Venn Group Ltd,233047637,"1,881.13",W/E 01.10.17 - 5.5 hours,WC2R 0AA
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Software Maintenance,Information & Communications Technology,PC Maritime Ltd,233047647,"1,920.00",12 month office service contract,PL4 0NP
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Corporate Travel Contracts (Finance Only),Central Finance,Mawasem Ltd T/A Clarity Travel Management,233047612,"2,176.80",CTM Fees - Sept 2017,ST18 0WN
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Aviation Landing Charge,Prestwick SAR Helicopter Base,Bristow Helicopters Ltd,233047760,"2,442.08",Provision of SAR Services,RH1 5JZ
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Press and Monitoring,Communications,Precise Media Monitoring Ltd,233047662,"2,939.24","Monitoring, Insight and Social Media",
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Corporate Travel Contracts (Finance Only),Central Finance,Mawasem Ltd T/A Clarity Travel Management,233047612,"3,530.00",CTM Fees - Sept 2017,ST18 0WN
Department For Transport,Maritime and Coastguard Agency,09/10/2017,Aviation Landing Charge,Stornoway SAR Helicopter Base,Bristow Helicopters Ltd,233047228,"4,531.57",Provision of SAR Services,RH1 5JZ
