Property Reference,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Liable From,RV,Property Description,Charity Y/N,Disc %,Mand %,SBRR Y/N,s44a Y/N,Hardship Y/N,Local Discount,Retail Relief Y/N
2.22E+13,ROCHDALE MBC                    ,                                ,RMBC SURE START                 ,                                ,TINTERN ROAD                       ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 5PY ,01.04.2005                                               ,29750,DAY NURSERY AND PREMISES                                    ,N,0,0,N,N,N,N,N
2.22E+13,ESP ELECTRICITY LIMITED         ,                                ,                                ,                                ,INDEPENDENT DISTRIBUTION NETWORK   ,OPERATOR                           ,WINDERMERE ROAD                 ,"MIDDLETON, MANCHESTER           ",M24 5PY ,01.04.2016                                               ,640,INDEPENDENT DISTRIBUTION NETWORK OPERATOR                   ,N,0,0,N,N,N,N,N
2.22E+13,MIDDLETON TENNIS CLUB           ,                                ,MIDDLETON TENNIS CLUB           ,                                ,TOWNCROFT AVENUE                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 5DA ,01.04.2005                                               ,2125,TENNIS CLUB AND PREMISES                                    ,N,0,0,Y,N,N,N,N
2.22E+13,MIDDLETON CRICKET CLUB          ,                                ,MIDDLETON CRICKET CLUB          ,                                ,TOWNCROFT AVENUE                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 5DA ,01.04.2005                                               ,9800,CRICKET GROUND AND PREMISES                                 ,N,0,0,Y,N,N,N,N
2.22E+13,DA FABRICATIONS LTD             ,                                ,UNIT 1-2 BROOKSIDE HOUSE        ,                                ,TOWNLEY STREET                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AY ,01.04.2019                                               ,1625,"WORKSHOP, STORE AND PREMISES                                ",N,0,0,Y,N,N,N,N
2.22E+13,SIGNATURE FABRICATIONS AND      ,FENCING LTD                     ,UNIT 10 BROOKSIDE HOUSE         ,                                ,TOWNLEY STREET                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AT ,01.04.2019                                               ,2200,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
2.22E+13,TAYLOR & WHITWORTH LTD          ,                                ,                                ,                                ,REAR PART                          ,LODGE MILL                         ,MIDDLETON                       ,MANCHESTER                      ,M24 1AT ,31.12.2012                                               ,0,PROPERTY BEYOND ECONOMIC REPAIR                             ,N,0,0,N,N,N,N,N
2.22E+13,HOMESHIELD SHUTTERS LIMITED     ,                                ,                                ,                                ,21 TOWNLEY STREET                  ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AT ,01.04.2005                                               ,28000,WORKSHOP AND PREMISES                                       ,N,0,0,N,N,N,N,N
2.22E+13,GEOMETRIC FURNITURE LTD         ,                                ,GEOMETRIC HOUSE                 ,                                ,TOWNLEY STREET                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AT ,07.09.2005                                               ,270000,"WAREHOUSE, WORKSHOP AND PREMISES                            ",N,0,0,N,N,N,N,N
2.22E+13,DRIVE 2000 LIMITED              ,                                ,DRIVE 2000 LTD                  ,                                ,TOWNLEY STREET                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AT ,01.12.2018                                               ,15000,TYRE AND EXHAUST CENTRE                                     ,N,0,0,N,N,N,N,N
2.22E+13,J JS CAFE & DELI BAR LTD        ,                                ,                                ,                                ,5 TOWNLEY STREET                   ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AT ,30.08.2009                                               ,3350,CAFE AND PREMISES                                           ,N,0,0,Y,N,N,N,N
2.22E+13,MIDDLETON SALES ROOMS (MSR) LTD ,                                ,STATION HOUSE                   ,                                ,TOWNLEY STREET                     ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AT ,26.06.2012                                               ,19750,SHOP AND PREMISES                                           ,N,0,0,N,N,N,Y,Y
2.22E+13,CLASSIC CONSTRUCTION LTD        ,                                ,                                ,                                ,46-48 TOWNLEY STREET               ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 1AS ,11.06.2009                                               ,7000,OFFICES AND PREMISES                                        ,N,0,0,Y,N,N,N,N
2.22E+13,PATHRUN LIMITED                 ,                                ,PATHRUN                         ,                                ,UNION STREET                       ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 3DT ,01.04.2010                                               ,5200,WAREHOUSE AND PREMISES                                      ,N,0,0,Y,N,N,N,N
222216000400X5     ,CHAINBOND LTD                   ,                                ,ROSE MILL WARD PAINTS LTD BST   ,                                ,UNION STREET                       ,MIDDLETON                          ,MANCHESTER                      ,                                ,M24 3DT ,01.04.2010                                               ,3400,WORKSHOP AND PREMISES                                       ,N,0,0,Y,N,N,N,N
2.22E+13,M & M ARTWORK & MIRRORS LTD     ,                                ,                                ,                                ,M AND M MIRRORS ROSE MILL          ,UNION STREET                       ,MIDDLETON                       ,MANCHESTER                      ,M24 3DT ,28.12.2017                                               ,7700,Workshop and Premises                                       ,N,0,0,Y,N,N,N,N
